objectid,title,editors,creator,issue_number,date,subject,publisher,identifier,type,format,rights,rightsstatement,language,digital specifications,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb
fugue-2009-n36,Fugue -Winter-Spring 2009 (No.36),Andrew Millar; Kendall Sand; Craig Buchner; Mary Morgan; Laura Powers,"Millar, Andrew; Sand, Kendall ; Rosenzweig, Geri; Welsch, Gabriel; Shields, Sharma; Kidd, Stacy; Perry, Michael; Hypnarowski, Rita; Hillard, Graham; Neumann, Franz; Edmondson, Bill; Hernandez, Annalise; Rice, Jonathan; Duvernoy, Russell J.; Kirn, Heather; Quintanilla, Octavio; Gilbreath, Aaron; Branca, Devon; Welch, Tana Jean; Poirier, Mark Jude; Schlosser, Jason; Doerr, Anthony; Sand, Kendall; Travieso, Robert; Fugue Staff",36,2009-05-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2009_N36,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4508,4508,pdf,fugue-2009-n36.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2009-n36.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2009-n36_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2009-n36_th.jpg
fugue-2008-n34,Fugue -Winter - Spring 2008 (No. 34),"Lewis, Michael; Sand, Kendall; Millar, Andrew; Lepper, Jeff; Powers, Laura; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Lee, Li-Young; Altepeter, Elizabeth; Banks, James; Barnaby, Alfredo; Bauman, Matt; Berkner, Daniel; Campbell, Robert; Fleener, Dusty; Maile, Bethany; Mangiapani, Christina; Onak, Scott; Pellet, Amanda; Pries, Anne; Ricks, Deborah; Shank, Virginia; Thornquist, Erik; Uhrich, Amy; Vodicka, Anna; Yadao, Danielle; McFarland, Ronald","Fugue Staff; Lewis, Michael; Sand, Kendall; Barker, Brian; Lamers, Sara E.; Pearly, J. H.; Browne, Katharyn; Halliday, Mark; Provence, Scott; Montesano, Keith; Beilin, Caren; Penna, J. J.; Beer, Nicky; Wheeler, Theodore; Patterson, Thomas; Nebel, Jay; Wilson, D. Harlan; Hays, K. A.; Ramp, Philip; Macri, Angie; Zambito, Matt; Porter, Will; Roberts, Andrew Micael; Tandon, Jason; Martin, Manjula; Garcia, Richard",34,2008-05-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2008_N34,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4609,4609,pdf,fugue-2008-n34.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2008-n34.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2008-n34_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2008-n34_th.jpg
fugue-2014-n46,Fugue 46 (2014),"Greenwell, Eric; Ellison, Katie; Durham, Jordan; Severn, Eric; Peel, Ashley; Baldwin, Alex; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Wrigley, Robert; Barker, Myles; Clapper, Jordan; Dean, Amber; Hendricks, Alan; Kersten, Courtney; Lyon, Jamie; Mills-Rittman, Megan; Perreault, Joseph; Scott, Cassie; St. Cyr, Matt; Utermehlen, Karl; Brown, Nate; Culp, Christine; Hammons, Anna; Johnson, Katherine; Layton, April; Mansour, Saleeha; Orosco, Eric; Purvis, Dustin; Scullion, Brian; Siegel, Lloyd; Vangundy, Sarah; Williams, Sadie; Barry, Becky; Iacob, Daniel; Orono, Rose; Previti, Zana; Brubaker, Amelia; McDermott, Jessica; Pearson, Jeff; Silva, Wendy; Thornton, Rob; Teague, Alexandra","Nieves, John A.; Penney, Scott; Gette, M.J.; Champion, Catherine; Slinekr, Nathan; Leahy, Anna; Flynn, Nick; Mehta, Shivani; Grenrock, Sam; Mossoti, Travis; Williams, Gina; Boyd, Jacob; Deulen, Danielle Cadena; Givhan, Jennifer; Newberry, Jacob; Wagenaar, Mark; Parsons, Dustin; Troisi, Gina; Morales, Dionisia; Leiderbach, Nate; Elliot, Anne; Richardson, Mark",46,2014,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue Issue 46.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2014-n46.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2014-n46.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2014-n46_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2014-n46_th.jpg
fugue-2011-n40,Fugue 40 (2011),"Morgan, Mary; Hein, Steve; Yeats, Jennifer; Colton, M. Chase; Stebner-Steele, Ann; Yeatts, Jennifer; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Benedict, Michael; Davis, Bethany; Kammers, Bryce; Rice, Chelsia; Roberts, Kelly; Stoddard, Cara; Tucker, Robin; Culp, Christie; Dutcher, Esme; Leach, Bethany; Ritcher, Jamaica; Ross, Amy; Strawn, Marjorie; Vollendorf, Matt; Zender, Bret; Blank, Abby; Bromley-Vogel, Warren; Givler, Mary Katherine; Mickelson, Jory; Breed, Danielle; Cameron, Cherice; Maw, Matt; Pizzo, Laura; McFarland, Ronald","McClanahan, Rebecca; Moore, Dinty W.; Martone, Michael; Panning, Anne; Ghaly, Alexandra; Kupperman, Kim Dana; Dargan, Kyle; Jean, Guy; Kaminsky, Ilya; Farris, Kathryn; Monson, Ander; Bell, Marvin; Miner, Valerie; Miller, Brenda; Kanke, Jennifer; Wisenberg, S.L.; Shipley, Ely; Campbell, Jennifer; Bastian, Laurel; Yoder, Rachel; Juntunen, Derek; Wenderoth, Joe; Bumas, E.Shaskan; Moulton, Iris; Purpura, Lia; Sand, Kendall; Morgan, Mry; Weissberger, Barbara",40,2011,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2011_N40.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2011-n40.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2011-n40.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2011-n40_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2011-n40_th.jpg
fugue-2011-n41,Fugue 41 (2011),"Morgan, Mary; Yeatts, Jennifer; Colton, M. Chase; Stebner-Steele, Ann; Bromley-Vogel, Warren; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Benedict, Michael; Davis, Bethany; Kammers, Bryce; Rice, Chelsia; Roberts, Kelly; Stoddard, Cara; Tucker, Robin; Culp, Christie; Dutcher, Esme; Leach, Bethany; Ritcher, Jamaica; Ross, Amy; Strawn, Marjorie; Vollendorf, Matt; Zender, Bret; Blank, Abby; Givler, Mary Katherine; Mickelson, Jory; Breed, Danielle; Cameron, Cherice; Maw, Matt; Pizzo, Laura; McFarland, Ronald","Laux, Dorianne; Wagenaar, Mark; La Viña, Marie; Pepper, Patric; Almond, Steve; Fayer, Steve; Garza, Aaron; Kitchen, Judith; Prentiss, Sean; Lewis, J.D.; Springer, Jane; Alexie, Sherman; Huey, Amorak; Bendorf, Oliver; Nickol, Ben; Hill, Nathan; Hollars, B.J.; Stenson, Peter; Cooper, Michael; Knupfer, Franz; Bromley-Vogel, Warren; Kolongowski, Jill",41,2011,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2011_N41.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2011-n41.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2011-n41.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2011-n41_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2011-n41_th.jpg
fugue-2012-n43,Fugue 43 (2012),"Bromley-Vogel, Warren; Colton, M. Chase; Ross, Amy; Ritcher, Jamaica; Pizzo, Laura; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Wrigley, Robert; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Benedict, Michael; Brownell, Katarina; Delavan, Michaela; Dutcher, Esme; Hendricks, Sara; Peel, Ashley; Maw, Matt; Schaffer, Alyssa; Severn, Eric; Staufenberg, Samantha; Borges, Karina; Cross, Kasondra; Dunning, Sonya; Gordon, Nol; Klismith, Daniel; Poor, Aaron; Rubenfeld, Shawn; Scullion, Brian; Sipe, Alexandra; Stoddard, Cara; Akin, Jeremiah; Day, Sandi; Greenwell, Eric; Sappington, David; Cox, Amanda; Freeman, Matthew; Ropski, Beth; Silva, Wendy; Warne-Rowe, Jasmine; McFarland, Ronald","Jones, Rodney; Elkins, Ansel; Cazden, David; Mounts, Dylan; Houston, Pam; Sigler, Josie; Pulley, Natanya Ann; Switzer, Anne; Hudson, Michael Derrick; Judkins, Julie; Tigchelaar, Jeff; Jorgenson, Signe; Beaver, Mark; Pelcz, B.; Robert, Waring Geoffret",43,2012,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2012_N43.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2012-n43.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2012-n43.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2012-n43_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2012-n43_th.jpg
fugue-2013-n45,Fugue 45 (2013),"Pizzo, Laura; Greenwell, Eric; Rubenfeld, Shawn; Benedict, Michael; Dunning, Sonya; Day, Sandi; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Wrigley, Robert; Borges, Karina; Delavan, Michaela; Hankey, Jasmine; Haruch, Amanda; Hayes, Eric; Miiler, Hana; Newman, Erika; Peel, Ashley; Sappington, David; Severn, Eric; Crum, Jordan; Ellison, Katie; Hanshaw, Holly; Hawk, Jennifer; Hendricks, Sara; Mills-Rittman, Megan; Pearson, Jeff; Roberts, Kelly; Scullion, Brian; Siegal, Lloyd; Siemens, Rachel; Akin, Jeremiah; Brubaker, Amelia; Iacob, Daniel; Ropski, Beth; Spies, Shannon; Baldwin, Alex; Cook, Zach; Keating, Conor; Silva, Wendy; Warne-Rowe, Jasmine; Teague, Alexandra","Emerson, Claudia; Ray, Richard; Tomorowitz, Elena; Landon, K.T.; Brenna, Duff; Alexander, Lisa; Miller-Rose, Nikki; Potter, Christine; Hussain, Amir; Oet, Jacob; Storms, Jason; Kiley, Katelyn; Storar, Mitchell; Larkin, Tanya; Young, Joshua; Ligon, Samuel; Cooper, R.M.; West, Stephen J.; Lykins, Matthew; Hoffman, Ben",45,2013,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2013_N45.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2013-n45.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2013-n45.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2013-n45_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2013-n45_th.jpg
fugue-2014-n47,Fugue 47 (2014),"Greenwell, Eric; Durham, Jordan; Ellison, Katie; Severn, Eric; Peel, Ashley; Baldwin, Alex; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Wrigley, Robert; Barker, Myles; Clapper, Jordan; Dean, Amber; Hendricks, Alan; Kersten, Courtney; Lyon, Jamie; Mastaler, Jason; Orosco, Eric; Purvis, Dustin; Scullion, Brian; Siegel, Lloyd; Vangundy, Sarah; Brown, Nate; Culp, Christine; Hammons, Anna; Johnson, Katherine; Layton, April; Mansour, Saleeha; Mills-Rittman, Megan; Perreault, Joseph; Scott, Cassie; St. Cyr, Matt; Utermehlen, Karl; Williams, Sadie; Barry, Becky; Iacob, Daniel; Orono, Rose; Previti, Zana; Brubaker, Amelia; McDermott, Jessica; Pearson, Jeff; Silva, Wendy; Thornton, Rob; Teague, Alexandra","Marvin, Cate; Hess, Judd; Greenwell, Eric; Baumgartner, Mark; Morton, Matt; Harrison, Bradley; Welch, Tana Jean; Sousa, Sarah; Campbell, Chloe Anne; Noll, Brianna; Jensen, Greg; Johnson, Brad; Cpses, Meg Scott; Fuller, Amanda; Melby, June; Standefer, Katherine E.; Spiegel, Megan; Goerig, M.; Nickol, Ben; O'Brien, Colleen",47,2014,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2014_N47.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2014-n47.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2014-n47.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2014-n47_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2014-n47_th.jpg
fugue-2015-n49,Fugue 49 (2015),"Durham, Jordan; Mastaler, Jason; Landreth, Michael; Brown, Nathaniel; Johnson, Katherine; Pearson, Jeff; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Wrigley, Robert; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Bond, Corrin; Burtis, Chantilly; Clapper, Jordan; Hargreaves, Ross; Maynard, Seth; Newman, Erika; Rogers, Clair; Sullivan, Ian; Whitt, David; Bright, Ashleigh; Cushing, Michelle; Gehrke, Meghan; Hensley, Cherise; McCabe, Justin; Perreault, Joseph; Sarna, Jason; Utermohlen, Karl; Yazwinski, Sally; Culton, Lane; Hites, Caitlin; Goedker, Ashley; Jarboe, Canese; Teague, Alexandra","Prufer, Kevin; Trommer, KC; Robbins, Liz; Walt, Jeff; Gilb, Dagoberto; Whelan, Kara; Han, Ah-reum; Crew, Caroline; Charleston, Courtney Lamar; Zeller, Maya Jewell; Shihab-Nye, Naomi; Wrigley, Robert; McQuerry, Claire; McFarland, M.E.; McQueen, LaTanya; Wade, Julie Marie; Tuck, Dean Marshall; Hurley, Blair",49,2015,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2015_N49.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2015-n49.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2015-n49.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2015-n49_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2015-n49_th.jpg
fugue-2016-n51,Fugue 51 (2016),"Durham, Jordan; Jarboe, Canese; Brown, Nathaniel; McDermott, Jessica; Goedker, Ash; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Wrigley, Robert; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Caraway, Mary; Hargreaves, Ross; Jeske, Autry; Nanney, Clifton; Heather Woolery; Perreault, Joseph; Roglin, Gabrielle; Stephenson, Calvin; Utermohlen, Karl; Westerfield, Lauren; Clapper, Jordan; Hull, Madison; Kersten, Courtney; Meyer, Lauren Will; Orona, Rosemarie; Pickens, Breanne; Soumas, Michelle; Stokes, Katherine; Westby, Rachel; Whitt, David; Culton, Lane; Fraley, Samantha; McGill, Cameron; Robson, Justin; Scott, Cassie; Fisher, Morgan; Lewis, Katherine; Ogelsby, Corey; Rosgen, Michael; Teague, Alexandra","McLarney, Rose; Brewin Jr., Mark Jay; Scarano, Caitlin; Turok, Ruby; Kruse, Megan; Mandeville, Mary; Gurche, Peter; Olguin, Molly; Chatavel, Caroline; Curtiss, Caleb; Dhyne, Michael; Dingman, Chelsea; Hotchandani, Carolina; Krumbach, Peter; Read, Laura; Horneber, Elizabeth; Maccini, Christopher; Womer, Brenna; Klougart, Josfine; Weinstein, Alexander",51,2016,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2016_N51.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2016-n51.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2016-n51.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2016-n51_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2016-n51_th.jpg
fugue-2017-n52,Fugue 52 (2017),"Goedker, Ash; Lewis, Kat; Oglesby, Cory; Yazwinski, Sally; Westerfield, Lauren; Warmbier, Paul; McGill, Cameron; Fuhrman, Cindy; Barnes, Kim; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Wrigley, Robert; Autry, Jeske; Culp, Christie; Hill, Caitlin; Kowalski, Taylor; Woolery-Larsen, Heather; Maas, Austin; Paz, Katelyn; Vangundy, Sarah; Woolery, Heather; Benson, Jerri; Caraway, Mary; Hill, Jack; Lawler, Keegan; Lei, Jinrong; Orona, Rosemarie; Stokes, Katherine; Westby, Rachel; Alexander, Emily; Rochel-Glover, Shanda; Fuhrman, Cindy; Frederick, Tessa; Chavis, Garrett; Lewis, Kat; Teague, Alexandra","Dhar, Nandini; Grmadzki, Derek; Hargis, Shrode; Lanay, Jessica; Lee, Jessica; Mcleod, Owen; Perkins, Mariah; Reynolds, Meg; Richard, Brad; Roa, Amy; Williams, John Sibley; Cohen, Miriah; Dighiera, Nicholas; Corbett, Angela; Moeck, Emily; Rasmussen, Eric; Haack, Tracy",52,2017,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2017_N52.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2017-n52.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2017-n52.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2017-n52_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2017-n52_th.jpg
fugue-2017-n53,Fugue 53 (2017),"Ogelsby, Corey; Goedker, Ash; Lewis, Kat; Miller, Stacy Boe; Curran, Caitlyn; Yazwinski, Sally; Westerfield, Lauren; Warmbier, Paul; McGill, Cameron; Fuhrman, CMarie; VanGundy, Sarah; Barnes, Kim; Johnson. Charles; Nelson, Antonya; Wrigley, Robert; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Autry, Jeske; Bow, Alex; Culp, Christie; Hill, Caitlin; Lawler, Keegan; Lei, Jinrong; Orona, Rosemarie; Paz, Katelyn; Stokes, Katherine; Westby, Rachel; Benson, Jerri; Caudle, Garret; Caraway, Mary; Kowalski, Taylor; Woolery-Larsen, Heather; Maas, Austin; Palmer, Caitlin; Stewart, Hailey; VanGundy, Sarah; Wilson, Jacob; Alexander, Emily; Curran, Caitlyn; Glover, Shanda-Rochel; Lewis, Kat; Thompson, Bradley; Chavis, Garrett; Eubank, Dave; Hill, Jack; Lunsford, Xena; Yarnall, Lauren; Jansen, David; Vaughn, Ashley; Teague, Alexandra","Brimhall, Traci; Powell, Mallory Imler; Lepucki, Edan; Myrick, Emily; Annis, Derek; Daniels, Jim; Dugas, Hollie; Dunn, Laura Christina; Kae, Erin; Mceldowney, Jill; Myers, M.D.; Sulak, Marcela; Tadmore, Avia; Terwilliger, Kelly; Wagenaar, Mark; Whitaker, Maceo J.; Falk, Naomi; Walker, Nicole; Gretes, Andrew; Hinterliter, Robert; Stone, Blake J.; Van Winckel, Nance",53,2017,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2017_N53.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2017-n53.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2017-n53.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2017-n53_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2017-n53_th.jpg
fugue-2013-n44,Fugue 44 (2013),"Pizzo, Laura; Greenwell, Eric; Rubenfeld, Shawn; Benedict, Michael; Dunning, Sonya; Day, Sandi; Barnes, Kim; Johnson, Charles; Nelson, Antonya; Forche, Carolyn; Lee, Li-Young; Sanchez, Sonia; Wrigley, Robert; Borges, Karina; Cook, Zac; Delavan, Michaela; Ellison, Katie; Harman, Rachelq; Hayes, Eric; Holmquist, Jessica; Lundeby, Clair; Maw, Matt; Mills-Rittman, Megan; Newman, Erika; Schaffer, Alyssa; Severn, Eric; Siemens, Rachel; Brownell, Katarina; Davisson, Brenda; Eimers, Heidi; Hanshaw, Holly; Haruch, Amanda; Hendricks, Sara; Hutchings, Virginia; Mansour, Saleeha; Miiler, Hana; Montgomery, Jared; Roberts, Kelly; Scullion, Brian; Siegel, Lloyd; Staufenberg, Sam; Stoddard, Cara; Akin, Jeremiah; Bergman, Zach; Brubaker, Amelia; Little, Angelene; Sappington, David; Ropski, Beth; Centers, Ashley; Mickelson, Jory; Silva, Wendy; Rowe, Jasmine Warne; Teague, Alexandra","Grace, Andrew; Kirby, Bruce; Sloat, Sarah; Day, Meg; Tigchelaar, Jeff; Macri, Angie; Childress, Susanna; Craft, Joellen; Scarano, Caitlin; Belcher, Philip; Westbrook, John; Cayanan, Mark Anthony; Norris, Lisa; Sinor, Jennifer; Boswell, Robert; Sustana, Catherine; Thielke, D.J.",44,2013,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue44.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2013-n44.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2013-n44.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2013-n44_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2013-n44_th.jpg
fugue-2018-n55,Fugue 55 (2018),"Ogelsby, Corey; Yarnall, Lauren; Curran, Caitlyn; Miller, Stacy Boe; Westerfield, Lauren; Hill, Caitlin; Palmer, Caitlin; Burns, Samantha; McGill, Cameron; Fuhrman, CMarie; VanGundy, Sarah; Azevedo, Alexa; Blann, Elizabeth; Chappell, Charissa; Colson, Kathryn; Dion, Liberty; Hemphill, Lauren; Layton, April; Lee, Austin; Montoya, Mariah; Nuttall, Jake; Kish, Ryan O'Callaghan; Hamilton, Stephanie; Dominguez, Shane; Short, Keene; Bond, Corrin; Stokes, Kit; Lawler, Keegan; Maas, Austin; Stewart, Hailey; Thomas, Paige; Bertoloni, Kristen; Jensen, Remington; Hughes, Miranda; Curran, Caitlyn; Decker, Michael; Downum, Ryan; Lewis, Kat; Miller, Stacy; Nye, Kaylee; Shane, Ben; Thornton, Rob; Yarnall, Lauren; Janssen, Jr., David; Vaughn, Ashley; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Teague, Alexandra; Turpin, Zachary","Sexton, Linda Gray; Tuprpin, Zachary; Singer, Erin C.; Sexton, Anne; Seshadri, Vijay; Simons, Seth; Abeytia, Ernesto L.; Machado, Carmen Maria; Smith, Zinnia; Foster, Anne; Alsamsam, Dana; Bruner, R. Cassandra; Carrell, Holli; Connolly, Nicole; Goodman, Henrietta; Grace, Andre; Grae, Tanya; Jaffe, Gilad; McGrath, Campbell; Morey-Collins, Jessica; O'Bernstein, Bridget; Queeney, Maggie' Schomburg, Zachary; Barnhouse, Brit; Bell, Allison Field; Callaway, Kevin; Maher, Kristine Langley; Maynard, Jake; Fitts, Tim; Majeski, Anna; Sutter, Daniel",55,2018,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue55.pdf,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,pdf,fugue-2018-n55.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2018-n55.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2018-n55_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2018-n55_th.jpg
